fan_id,city,age_band,discovery_channel,months_since_discovery,monthly_streams,catalog_depth_pct,skip_rate,playlist_adds,saves_library,follows_socials,social_engagements_90d,on_mailing_list,email_open_rate,attended_show,shared_track,comments_dms,became_supporter,supporter_revenue_12m
F225377,Other,22-29,Friend shared,7.3,6,23.0,0.331,2,1,0,0,0,0.0,0,0,0,0,0.0
F225378,Bristol,16-21,Editorial playlist,2.7,11,44.0,0.269,2,1,0,0,0,0.0,0,1,2,0,0.0
F225379,Amsterdam,40-54,Short-form video,22.0,17,60.0,0.302,4,1,0,0,0,0.0,0,0,4,0,0.0
F225380,Other,30-39,Short-form video,6.4,4,28.0,0.456,1,0,0,0,0,0.0,0,0,0,0,0.0
F225381,Warsaw,30-39,Friend shared,1.2,9,56.0,0.193,0,1,0,0,0,0.0,0,1,0,0,0.0
F225382,Berlin,22-29,Friend shared,0.5,28,86.0,0.233,4,1,0,0,0,0.0,0,1,6,0,0.0
F225383,Hamburg,16-21,Editorial playlist,36.0,6,21.0,0.268,3,0,0,0,0,0.0,0,0,1,0,0.0
F225384,Stockholm,22-29,Live show,0.9,2,35.0,0.418,0,0,0,0,0,0.0,0,0,1,0,0.0
F225385,Glasgow,22-29,Another artist's collab,3.7,3,12.0,0.524,0,0,0,0,0,0.0,0,0,0,0,0.0
F225386,Zurich,22-29,Short-form video,15.5,4,1.0,0.42,0,0,1,1,0,0.0,0,0,1,0,0.0
F225387,Madrid,16-21,Editorial playlist,9.3,1,1.0,0.747,0,0,0,0,0,0.0,0,0,0,0,0.0
F225388,Stockholm,30-39,Algorithmic radio,19.7,15,59.0,0.243,0,0,1,5,0,0.0,0,0,2,0,0.0
F225389,Madrid,40-54,Another artist's collab,17.4,2,17.0,0.487,4,1,1,0,0,0.0,0,0,0,1,37.42
F225390,Riga,22-29,Live show,9.5,4,34.0,0.32,0,1,1,4,1,0.443,0,0,0,1,5.0
F225391,Stockholm,16-21,Algorithmic radio,0.5,3,22.0,0.481,1,0,0,0,0,0.0,0,0,0,0,0.0
F225392,Leipzig,30-39,Friend shared,30.3,9,41.0,0.421,0,1,0,0,1,0.238,0,0,1,1,19.82
F225393,Bristol,40-54,Editorial playlist,0.5,7,58.0,0.271,3,0,0,0,1,0.615,1,0,0,1,25.3
F225394,London,40-54,Bandcamp browse,15.8,1,9.0,0.555,1,0,0,0,0,0.0,0,0,1,0,0.0
F225395,Krakow,22-29,Algorithmic radio,2.9,26,87.0,0.076,4,0,0,0,0,0.0,0,0,0,1,13.72
F225396,London,22-29,Editorial playlist,11.8,7,46.0,0.383,1,0,1,5,0,0.0,0,0,0,0,0.0
F225397,Vienna,22-29,Editorial playlist,3.8,6,15.0,0.369,1,0,0,0,0,0.0,0,0,1,0,0.0
F225398,London,40-54,Editorial playlist,2.3,13,67.0,0.385,8,1,1,9,1,0.582,0,1,0,0,0.0
F225399,Krakow,22-29,Live show,0.5,18,42.0,0.322,2,1,0,0,0,0.0,0,0,1,0,0.0
F225400,London,30-39,Live show,36.0,15,19.0,0.331,3,0,0,0,0,0.0,0,1,1,0,0.0
F225401,Milan,22-29,Live show,1.5,46,78.0,0.029,7,1,0,0,1,0.776,0,0,2,1,12.25
F225402,London,16-21,Algorithmic radio,2.9,11,41.0,0.223,2,0,1,3,1,0.727,1,0,1,1,48.88
F225403,Riga,22-29,Short-form video,21.5,3,57.0,0.373,0,0,0,0,0,0.0,0,0,1,0,0.0
F225404,Vienna,30-39,Short-form video,28.0,6,22.0,0.246,3,0,0,0,0,0.0,0,0,1,0,0.0
F225405,London,22-29,Friend shared,5.3,5,17.0,0.529,0,0,0,0,0,0.0,0,0,0,0,0.0
F225406,Brussels,16-21,Friend shared,3.1,6,32.0,0.302,1,1,0,0,0,0.0,0,0,0,0,0.0
F225407,Dublin,22-29,Editorial playlist,1.9,34,76.0,0.093,7,1,0,0,0,0.0,0,0,0,0,0.0
F225408,Vilnius,55+,Music blog / press,8.4,4,15.0,0.501,3,0,0,0,0,0.0,0,0,0,0,0.0
F225409,Other,55+,Editorial playlist,7.3,11,65.0,0.304,0,1,0,0,0,0.0,0,0,2,0,0.0
F225410,London,22-29,Short-form video,1.0,5,37.0,0.461,2,0,1,2,0,0.0,0,0,0,1,5.79
F225411,Milan,30-39,Algorithmic radio,10.3,3,1.0,0.425,0,0,0,0,0,0.0,0,0,0,0,0.0
F225412,Madrid,30-39,Editorial playlist,1.4,2,1.0,0.302,2,0,0,0,0,0.0,0,0,0,0,0.0
F225413,Vilnius,40-54,Editorial playlist,2.0,28,63.0,0.178,4,1,1,7,0,0.0,1,0,1,1,54.8
F225414,Barcelona,30-39,Another artist's collab,5.1,11,31.0,0.44,2,1,1,3,0,0.0,0,0,0,0,0.0
F225415,Riga,22-29,Friend shared,0.5,4,31.0,0.42,1,1,0,0,0,0.0,0,0,1,0,0.0
F225416,Warsaw,55+,Algorithmic radio,1.1,6,18.0,0.43,2,0,0,0,0,0.0,0,0,0,0,0.0
F225417,Krakow,22-29,Bandcamp browse,2.7,4,20.0,0.443,0,0,0,0,0,0.0,0,0,1,0,0.0
F225418,London,16-21,Friend shared,6.3,10,42.0,0.36,2,0,1,4,1,0.428,0,0,0,0,0.0
F225419,Stockholm,22-29,Music blog / press,3.6,2,14.0,0.541,0,0,0,0,0,0.0,0,0,1,0,0.0
F225420,Paris,55+,Music blog / press,1.8,5,25.0,0.401,0,0,0,0,1,0.586,0,0,1,0,0.0
F225421,Riga,30-39,Short-form video,14.6,17,40.0,0.309,1,1,0,0,1,0.537,1,0,1,0,0.0
F225422,Glasgow,30-39,Editorial playlist,8.3,7,45.0,0.297,2,0,0,0,0,0.0,0,0,0,0,0.0
F225423,Lyon,22-29,Another artist's collab,0.5,1,2.0,0.476,1,0,0,0,0,0.0,0,0,0,0,0.0
F225424,Cologne,30-39,Live show,8.6,5,71.0,0.306,0,0,0,0,0,0.0,0,0,1,0,0.0
F225425,Rotterdam,16-21,Algorithmic radio,4.9,3,9.0,0.465,0,0,0,0,0,0.0,0,0,1,0,0.0
F225426,Copenhagen,16-21,Short-form video,24.4,2,17.0,0.475,3,0,0,0,0,0.0,0,0,1,0,0.0
F225427,London,40-54,Editorial playlist,17.3,5,46.0,0.323,1,1,1,3,0,0.0,0,0,3,0,0.0
F225428,Berlin,22-29,Editorial playlist,8.5,1,1.0,0.641,1,0,0,0,0,0.0,0,0,0,0,0.0
F225429,Paris,40-54,Live show,26.5,6,47.0,0.305,0,0,1,1,0,0.0,0,0,3,1,53.62
F225430,London,16-21,Live show,0.5,10,57.0,0.125,0,0,0,0,0,0.0,0,0,2,0,0.0
F225431,Amsterdam,30-39,Friend shared,1.8,36,61.0,0.25,4,1,1,7,1,0.755,0,1,2,1,14.58
F225432,Utrecht,16-21,Live show,6.6,1,1.0,0.577,0,0,0,0,0,0.0,0,0,0,0,0.0
F225433,Oslo,16-21,Another artist's collab,13.0,4,3.0,0.355,1,0,0,0,0,0.0,0,0,2,0,0.0
F225434,Riga,22-29,Editorial playlist,11.1,4,1.0,0.467,1,0,1,1,0,0.0,0,0,0,0,0.0
F225435,Other,16-21,Algorithmic radio,6.7,5,35.0,0.353,1,0,0,0,0,0.0,0,0,1,0,0.0
F225436,Leipzig,55+,Algorithmic radio,1.3,3,18.0,0.57,0,0,0,0,0,0.0,0,0,0,0,0.0
F225437,Paris,30-39,Another artist's collab,1.9,38,90.0,0.071,4,0,1,9,0,0.0,0,1,3,1,88.51
F225438,Hamburg,40-54,Editorial playlist,29.0,3,1.0,0.392,1,0,0,0,0,0.0,0,0,0,0,0.0
F225439,Vienna,16-21,Algorithmic radio,22.3,6,34.0,0.372,0,1,1,1,0,0.0,0,1,0,0,0.0
F225440,Berlin,30-39,Bandcamp browse,14.4,16,41.0,0.263,1,0,0,0,0,0.0,1,0,0,0,0.0
F225441,Amsterdam,16-21,Live show,12.2,14,44.0,0.44,2,0,0,0,1,0.471,0,0,3,1,24.75
F225442,Prague,16-21,Editorial playlist,2.1,7,14.0,0.432,0,0,0,0,0,0.0,0,0,0,0,0.0
F225443,Lyon,40-54,Another artist's collab,5.0,5,1.0,0.565,1,0,0,0,0,0.0,0,0,0,0,0.0
F225444,Krakow,16-21,Editorial playlist,19.4,7,42.0,0.475,1,1,0,0,0,0.0,1,1,0,0,0.0
F225445,Copenhagen,40-54,Friend shared,7.0,2,1.0,0.564,3,0,0,0,0,0.0,0,0,0,0,0.0
F225446,Barcelona,40-54,Algorithmic radio,3.0,4,25.0,0.423,0,0,0,0,0,0.0,0,0,0,0,0.0
F225447,London,16-21,Live show,9.7,11,31.0,0.377,2,0,1,4,0,0.0,0,0,1,1,5.0
F225448,Utrecht,40-54,Algorithmic radio,2.3,2,27.0,0.501,2,0,0,0,0,0.0,0,0,0,0,0.0
F225449,Warsaw,30-39,Short-form video,10.1,3,16.0,0.546,1,0,0,0,0,0.0,0,0,1,0,0.0
F225450,Berlin,30-39,Friend shared,11.7,1,1.0,0.54,0,0,0,0,0,0.0,0,0,0,0,0.0
F225451,Berlin,40-54,Algorithmic radio,2.6,56,75.0,0.211,6,1,1,12,0,0.0,0,0,6,0,0.0
F225452,Manchester,30-39,Music blog / press,11.4,12,40.0,0.285,1,0,1,3,0,0.0,1,0,1,0,0.0
F225453,Amsterdam,55+,Short-form video,6.8,3,1.0,0.604,0,0,0,0,0,0.0,0,0,1,0,0.0
F225454,Berlin,40-54,Friend shared,2.0,5,1.0,0.618,1,0,1,1,0,0.0,0,0,1,0,0.0
F225455,Stockholm,22-29,Friend shared,36.0,4,50.0,0.381,2,0,0,0,1,0.545,0,1,1,1,30.27
F225456,Barcelona,30-39,Friend shared,16.4,1,1.0,0.634,1,0,0,0,0,0.0,0,0,0,0,0.0
F225457,Cologne,22-29,Friend shared,2.1,2,7.0,0.405,0,0,0,0,0,0.0,0,0,1,0,0.0
F225458,Prague,16-21,Music blog / press,5.7,14,52.0,0.307,1,1,0,0,0,0.0,0,0,1,0,0.0
F225459,Other,22-29,Editorial playlist,7.0,16,52.0,0.243,4,1,1,4,0,0.0,0,0,3,0,0.0
F225460,Rotterdam,16-21,Algorithmic radio,1.6,11,23.0,0.363,1,0,0,0,0,0.0,0,0,1,0,0.0
F225461,Riga,22-29,Short-form video,12.2,6,21.0,0.35,1,0,0,0,0,0.0,0,0,0,0,0.0
F225462,Cologne,16-21,Another artist's collab,10.3,24,86.0,0.207,2,0,0,0,0,0.0,1,0,2,0,0.0
F225463,Dublin,16-21,Editorial playlist,0.7,3,1.0,0.486,2,0,0,0,0,0.0,0,0,0,0,0.0
F225464,Berlin,55+,Editorial playlist,30.1,4,13.0,0.395,1,0,0,0,0,0.0,0,0,0,0,0.0
F225465,Paris,40-54,Short-form video,19.2,25,64.0,0.25,3,1,0,0,1,0.712,0,1,1,0,0.0
F225466,Other,30-39,Another artist's collab,0.6,8,13.0,0.485,1,1,1,0,0,0.0,0,0,1,0,0.0
F225467,Stockholm,55+,Short-form video,3.1,4,49.0,0.371,1,0,0,0,0,0.0,0,0,2,0,0.0
F225468,Amsterdam,22-29,Friend shared,5.4,5,3.0,0.269,2,1,0,0,0,0.0,0,0,0,0,0.0
F225469,Brussels,22-29,Editorial playlist,12.9,35,97.0,0.059,4,1,0,0,1,0.948,0,0,7,0,0.0
F225470,Lisbon,22-29,Another artist's collab,3.2,7,1.0,0.522,3,0,0,0,0,0.0,0,0,0,0,0.0
F225471,Bristol,16-21,Short-form video,5.9,14,43.0,0.266,2,0,1,4,0,0.0,0,0,2,0,0.0
F225472,Cologne,22-29,Live show,11.6,2,1.0,0.618,1,0,0,0,0,0.0,0,0,0,0,0.0
F225473,Rotterdam,22-29,Music blog / press,9.7,7,19.0,0.251,2,1,0,0,0,0.0,0,0,0,0,0.0
F225474,Dublin,22-29,Music blog / press,2.9,17,55.0,0.361,2,1,0,0,0,0.0,0,0,1,0,0.0
F225475,Cologne,22-29,Editorial playlist,0.5,12,51.0,0.329,1,1,0,0,0,0.0,0,0,1,0,0.0
F225476,Paris,22-29,Editorial playlist,11.2,3,36.0,0.29,1,0,0,0,0,0.0,0,0,1,0,0.0
F225477,Cologne,30-39,Editorial playlist,2.0,8,71.0,0.265,1,1,0,0,0,0.0,0,0,0,0,0.0
F225478,Hamburg,55+,Bandcamp browse,3.3,7,17.0,0.397,0,0,0,0,0,0.0,0,0,0,0,0.0
F225479,Warsaw,40-54,Friend shared,17.7,8,61.0,0.335,1,0,0,0,0,0.0,0,0,1,0,0.0
F225480,London,22-29,Live show,28.1,28,81.0,0.23,5,0,1,7,1,0.847,0,0,2,0,0.0
F225481,Berlin,22-29,Algorithmic radio,15.4,5,2.0,0.429,1,0,0,0,0,0.0,0,0,0,0,0.0
F225482,Cologne,40-54,Algorithmic radio,2.9,20,50.0,0.108,4,1,1,6,0,0.0,0,1,3,1,88.12
F225483,Berlin,22-29,Algorithmic radio,9.0,5,51.0,0.366,1,0,0,0,0,0.0,0,0,0,0,0.0
F225484,Berlin,16-21,Another artist's collab,28.7,11,42.0,0.382,0,0,1,2,0,0.0,0,0,0,0,0.0
F225485,Munich,22-29,Algorithmic radio,17.8,0,1.0,0.628,0,1,0,0,0,0.0,0,0,0,0,0.0
F225486,Riga,22-29,Short-form video,27.1,4,8.0,0.518,1,0,0,0,0,0.0,0,0,0,0,0.0
F225487,Berlin,16-21,Editorial playlist,11.9,6,29.0,0.397,2,1,0,0,0,0.0,0,0,1,0,0.0
F225488,Paris,16-21,Algorithmic radio,11.7,10,64.0,0.405,1,0,1,4,0,0.0,0,1,0,0,0.0
F225489,Prague,22-29,Editorial playlist,29.6,3,15.0,0.449,0,1,0,0,0,0.0,0,0,0,0,0.0
F225490,Riga,30-39,Algorithmic radio,4.0,2,14.0,0.512,0,0,0,0,0,0.0,0,0,0,0,0.0
F225491,Stockholm,30-39,Live show,27.3,4,20.0,0.464,3,0,0,0,0,0.0,0,0,0,1,30.23
F225492,Other,55+,Editorial playlist,7.4,24,71.0,0.256,7,1,1,10,0,0.0,0,1,5,1,40.53
F225493,Utrecht,16-21,Friend shared,15.1,13,40.0,0.17,4,1,0,0,0,0.0,0,0,1,0,0.0
F225494,Berlin,30-39,Editorial playlist,6.4,3,32.0,0.333,1,0,0,0,0,0.0,0,0,0,0,0.0
F225495,Berlin,22-29,Another artist's collab,1.3,5,20.0,0.342,1,0,1,3,0,0.0,0,0,1,0,0.0
F225496,Hamburg,30-39,Editorial playlist,4.2,0,1.0,0.628,0,0,0,0,0,0.0,0,0,0,0,0.0
F225497,Other,22-29,Short-form video,4.2,3,1.0,0.44,0,1,0,0,0,0.0,0,0,0,0,0.0
F225498,Prague,22-29,Music blog / press,11.8,3,17.0,0.522,0,0,0,0,0,0.0,0,0,0,0,0.0
F225499,Brussels,22-29,Another artist's collab,10.0,6,28.0,0.537,0,1,0,0,0,0.0,0,0,1,1,21.75
F225500,Other,55+,Live show,1.2,16,55.0,0.319,2,1,0,0,0,0.0,0,0,5,1,14.11
F225501,Barcelona,22-29,Friend shared,14.2,4,46.0,0.347,0,0,0,0,0,0.0,0,0,0,0,0.0
F225502,London,40-54,Friend shared,5.8,3,6.0,0.426,0,0,0,0,0,0.0,0,0,0,0,0.0
F225503,Madrid,30-39,Short-form video,11.7,6,9.0,0.418,0,1,0,0,0,0.0,0,0,0,0,0.0
F225504,London,30-39,Music blog / press,1.4,5,29.0,0.492,0,0,0,0,0,0.0,0,0,0,1,7.03
F225505,Leipzig,30-39,Friend shared,15.1,4,26.0,0.32,2,0,0,0,0,0.0,0,0,0,0,0.0
F225506,Krakow,22-29,Short-form video,3.3,7,41.0,0.248,1,0,0,0,0,0.0,0,0,0,0,0.0
F225507,Milan,30-39,Another artist's collab,7.8,8,24.0,0.335,2,0,1,2,0,0.0,0,1,0,0,0.0
F225508,Tallinn,16-21,Editorial playlist,1.0,2,4.0,0.459,0,0,0,0,0,0.0,0,0,0,0,0.0
F225509,London,30-39,Friend shared,4.0,12,78.0,0.317,2,1,0,0,0,0.0,0,1,3,1,41.86
F225510,Madrid,22-29,Editorial playlist,6.8,4,1.0,0.571,1,1,0,0,0,0.0,0,0,1,0,0.0
F225511,Manchester,55+,Algorithmic radio,4.1,10,38.0,0.3,1,0,0,0,0,0.0,0,0,0,0,0.0
F225512,Stockholm,22-29,Short-form video,1.5,2,35.0,0.556,0,0,0,0,0,0.0,0,0,1,0,0.0
F225513,Paris,40-54,Algorithmic radio,0.7,5,1.0,0.359,0,0,0,0,0,0.0,0,0,0,0,0.0
F225514,Munich,22-29,Editorial playlist,36.0,18,59.0,0.252,0,1,0,0,0,0.0,0,1,0,0,0.0
F225515,Paris,22-29,Short-form video,5.5,10,40.0,0.332,2,0,1,5,0,0.0,0,0,1,0,0.0
F225516,Madrid,40-54,Algorithmic radio,4.3,14,64.0,0.102,2,1,1,6,0,0.0,0,0,1,0,0.0
F225517,Other,40-54,Friend shared,2.8,10,54.0,0.336,4,0,0,0,0,0.0,1,0,0,1,36.59
F225518,Rotterdam,22-29,Editorial playlist,28.5,2,1.0,0.731,0,0,0,0,0,0.0,0,0,0,0,0.0
F225519,Cologne,16-21,Another artist's collab,9.9,8,63.0,0.318,3,0,1,5,1,0.444,0,0,0,1,28.89
F225520,Berlin,22-29,Algorithmic radio,4.4,2,14.0,0.39,1,0,1,0,0,0.0,0,0,2,0,0.0
F225521,Vilnius,40-54,Short-form video,3.6,3,1.0,0.406,1,0,0,0,0,0.0,0,0,0,0,0.0
F225522,Warsaw,22-29,Algorithmic radio,26.7,5,19.0,0.508,2,1,0,0,0,0.0,0,0,1,0,0.0
F225523,Krakow,30-39,Algorithmic radio,36.0,2,32.0,0.518,0,1,0,0,0,0.0,0,0,0,0,0.0
F225524,Berlin,22-29,Algorithmic radio,0.7,10,35.0,0.257,2,1,0,0,0,0.0,0,0,0,0,0.0
F225525,Hamburg,16-21,Algorithmic radio,6.8,17,52.0,0.167,6,0,0,0,1,0.419,0,0,1,0,0.0
F225526,Milan,30-39,Music blog / press,2.6,5,33.0,0.436,1,0,0,0,0,0.0,0,0,0,0,0.0
F225527,Prague,22-29,Live show,17.4,1,1.0,0.63,0,0,1,0,0,0.0,0,0,0,0,0.0
F225528,Amsterdam,22-29,Editorial playlist,11.1,6,28.0,0.375,1,0,0,0,0,0.0,0,0,0,0,0.0
F225529,Amsterdam,40-54,Friend shared,7.1,3,1.0,0.556,1,0,0,0,0,0.0,0,0,0,0,0.0
F225530,Amsterdam,22-29,Friend shared,19.6,27,64.0,0.129,6,1,1,15,1,0.715,0,0,4,0,0.0
F225531,Berlin,22-29,Live show,18.6,9,45.0,0.18,4,0,1,6,0,0.0,0,1,1,0,0.0
F225532,Berlin,16-21,Short-form video,0.5,12,16.0,0.251,2,1,0,0,0,0.0,0,0,0,0,0.0
F225533,Helsinki,16-21,Friend shared,0.5,2,18.0,0.629,0,0,0,0,0,0.0,0,0,0,0,0.0
F225534,Rotterdam,22-29,Music blog / press,1.7,14,43.0,0.228,1,1,0,0,0,0.0,0,1,0,1,8.95
F225535,London,16-21,Live show,2.6,10,24.0,0.419,2,1,0,0,0,0.0,0,0,1,0,0.0
F225536,Warsaw,22-29,Algorithmic radio,0.5,8,39.0,0.406,0,1,1,3,0,0.0,0,0,0,0,0.0
F225537,Paris,40-54,Algorithmic radio,13.6,6,37.0,0.38,2,1,1,2,0,0.0,0,1,0,0,0.0
F225538,Bristol,16-21,Music blog / press,6.3,1,1.0,0.428,0,0,0,0,0,0.0,0,0,0,0,0.0
F225539,Madrid,30-39,Algorithmic radio,17.4,9,23.0,0.283,3,0,0,0,0,0.0,0,0,0,0,0.0
F225540,Amsterdam,22-29,Editorial playlist,7.8,4,13.0,0.445,1,0,0,0,0,0.0,0,0,1,0,0.0
F225541,Brussels,22-29,Short-form video,9.9,4,15.0,0.475,0,0,0,0,0,0.0,0,0,0,0,0.0
F225542,Rotterdam,22-29,Algorithmic radio,17.6,4,17.0,0.523,3,0,0,0,0,0.0,0,0,0,0,0.0
F225543,Munich,22-29,Editorial playlist,1.7,5,5.0,0.458,1,0,0,0,0,0.0,0,0,0,0,0.0
F225544,Berlin,16-21,Short-form video,17.7,4,25.0,0.493,1,0,0,0,0,0.0,0,0,0,1,5.38
F225545,Stockholm,40-54,Editorial playlist,11.2,5,35.0,0.223,0,1,1,1,0,0.0,0,1,1,0,0.0
F225546,London,16-21,Short-form video,11.7,10,45.0,0.4,0,0,0,0,0,0.0,0,0,1,0,0.0
F225547,Vilnius,30-39,Algorithmic radio,1.1,1,1.0,0.718,0,0,0,0,0,0.0,0,0,0,0,0.0
F225548,Leipzig,30-39,Short-form video,12.4,1,11.0,0.443,1,0,0,0,0,0.0,0,1,0,0,0.0
F225549,Vienna,22-29,Short-form video,3.9,7,38.0,0.364,1,0,0,0,0,0.0,0,0,0,0,0.0
F225550,Berlin,16-21,Editorial playlist,3.4,8,43.0,0.419,1,0,0,0,0,0.0,0,0,0,0,0.0
F225551,Amsterdam,40-54,Short-form video,9.8,22,69.0,0.339,5,1,1,7,1,0.617,1,1,3,0,0.0
F225552,Vienna,16-21,Friend shared,2.8,1,8.0,0.489,0,0,0,0,0,0.0,0,0,1,0,0.0
F225553,Berlin,22-29,Music blog / press,11.4,1,1.0,0.549,1,1,0,0,0,0.0,0,0,0,0,0.0
F225554,London,16-21,Editorial playlist,4.6,14,29.0,0.337,5,1,0,0,0,0.0,1,0,2,0,0.0
F225555,Prague,22-29,Short-form video,3.7,8,47.0,0.286,1,1,0,0,0,0.0,0,0,0,0,0.0
F225556,Helsinki,16-21,Another artist's collab,21.5,10,43.0,0.289,1,1,1,5,0,0.0,0,1,0,0,0.0
F225557,Oslo,40-54,Short-form video,9.3,1,1.0,0.607,0,0,0,0,0,0.0,0,0,1,0,0.0
F225558,Cologne,22-29,Bandcamp browse,17.8,3,11.0,0.445,1,0,0,0,0,0.0,0,0,0,0,0.0
F225559,Hamburg,30-39,Algorithmic radio,4.5,5,34.0,0.271,2,1,0,0,0,0.0,0,1,0,0,0.0
F225560,London,22-29,Short-form video,8.1,5,14.0,0.399,0,0,0,0,0,0.0,0,0,0,0,0.0
F225561,Amsterdam,22-29,Friend shared,8.3,15,57.0,0.221,2,0,0,0,0,0.0,0,0,1,1,20.32
F225562,Paris,30-39,Algorithmic radio,0.7,2,16.0,0.456,2,0,0,0,0,0.0,0,0,0,0,0.0
F225563,Paris,30-39,Live show,3.9,23,61.0,0.029,3,0,1,8,0,0.0,1,0,1,0,0.0
F225564,London,40-54,Algorithmic radio,17.6,4,29.0,0.464,0,0,0,0,0,0.0,0,0,0,0,0.0
F225565,Warsaw,22-29,Another artist's collab,0.5,6,28.0,0.296,2,0,0,0,0,0.0,0,0,0,0,0.0
F225566,Berlin,22-29,Short-form video,10.2,1,8.0,0.422,0,0,0,0,0,0.0,0,0,0,0,0.0
F225567,Paris,40-54,Music blog / press,2.5,4,1.0,0.364,2,0,0,0,0,0.0,1,0,0,0,0.0
F225568,Rotterdam,22-29,Live show,4.9,19,72.0,0.188,4,1,0,0,0,0.0,1,0,3,1,5.0
F225569,Amsterdam,22-29,Music blog / press,1.1,2,8.0,0.379,1,1,0,0,0,0.0,0,0,0,0,0.0
F225570,Tallinn,22-29,Algorithmic radio,18.1,6,9.0,0.393,1,0,0,0,0,0.0,0,0,1,0,0.0
F225571,Amsterdam,22-29,Live show,0.7,15,65.0,0.301,4,1,0,0,0,0.0,1,0,0,1,11.58
F225572,Cologne,16-21,Algorithmic radio,10.2,2,1.0,0.449,0,0,0,0,0,0.0,0,0,1,0,0.0
F225573,Madrid,16-21,Friend shared,2.0,19,32.0,0.258,1,1,0,0,0,0.0,0,0,0,0,0.0
F225574,London,16-21,Editorial playlist,3.9,5,17.0,0.501,1,0,0,0,0,0.0,0,0,0,0,0.0
F225575,Munich,22-29,Short-form video,15.5,1,1.0,0.816,1,0,0,0,0,0.0,0,0,0,0,0.0
F225576,Riga,40-54,Algorithmic radio,7.3,12,43.0,0.23,0,1,0,0,0,0.0,0,0,2,0,0.0
F225577,Copenhagen,30-39,Another artist's collab,13.5,42,100.0,0.085,4,1,1,11,0,0.0,0,0,7,1,42.07
F225578,Dublin,22-29,Music blog / press,3.1,18,62.0,0.35,6,1,1,5,1,0.436,0,1,5,1,12.18
F225579,Madrid,40-54,Friend shared,14.4,6,54.0,0.401,2,0,0,0,0,0.0,0,1,0,0,0.0
F225580,Oslo,30-39,Algorithmic radio,8.5,5,27.0,0.512,0,0,0,0,0,0.0,0,0,1,0,0.0
F225581,Cologne,16-21,Live show,35.9,11,45.0,0.28,0,1,0,0,0,0.0,0,0,1,0,0.0
F225582,Bristol,30-39,Short-form video,7.2,7,25.0,0.259,3,0,0,0,0,0.0,0,0,1,0,0.0
F225583,Leipzig,40-54,Friend shared,2.7,4,7.0,0.505,0,0,0,0,0,0.0,0,0,1,0,0.0
F225584,Krakow,16-21,Friend shared,3.0,0,1.0,0.622,0,0,0,0,1,0.181,0,0,0,0,0.0
F225585,Milan,55+,Music blog / press,36.0,3,6.0,0.56,1,0,0,0,0,0.0,0,0,0,0,0.0
F225586,Berlin,22-29,Editorial playlist,12.8,8,12.0,0.491,1,0,0,0,0,0.0,0,0,1,0,0.0
F225587,Madrid,22-29,Friend shared,25.1,4,13.0,0.334,1,0,0,0,0,0.0,0,1,0,0,0.0
F225588,Krakow,16-21,Music blog / press,20.9,4,16.0,0.285,1,0,0,0,0,0.0,0,0,0,0,0.0
F225589,Cologne,22-29,Algorithmic radio,0.5,0,28.0,0.478,1,0,1,1,0,0.0,0,0,0,0,0.0
F225590,Madrid,22-29,Music blog / press,0.7,2,1.0,0.516,0,0,0,0,0,0.0,0,0,0,0,0.0
F225591,Warsaw,55+,Friend shared,5.7,3,31.0,0.516,1,0,1,3,0,0.0,0,0,0,1,27.51
F225592,Manchester,30-39,Algorithmic radio,17.3,4,11.0,0.293,1,1,1,2,1,0.336,0,0,0,0,0.0
F225593,Glasgow,40-54,Another artist's collab,2.6,2,9.0,0.41,1,0,1,2,0,0.0,0,0,0,0,0.0
F225594,Cologne,30-39,Editorial playlist,2.9,5,18.0,0.332,1,0,1,4,0,0.0,0,0,0,0,0.0
F225595,Hamburg,40-54,Algorithmic radio,1.2,4,1.0,0.542,0,0,1,1,0,0.0,0,0,0,0,0.0
F225596,Copenhagen,16-21,Editorial playlist,5.6,15,53.0,0.215,6,0,0,0,1,0.536,0,0,3,1,13.14
F225597,Lisbon,40-54,Another artist's collab,0.8,8,3.0,0.358,0,0,1,1,0,0.0,0,0,0,0,0.0
F225598,Oslo,40-54,Editorial playlist,7.1,3,15.0,0.51,0,1,0,0,0,0.0,0,0,0,0,0.0
F225599,Barcelona,30-39,Editorial playlist,23.5,23,70.0,0.266,1,1,1,3,1,0.841,0,0,4,0,0.0
F225600,Barcelona,30-39,Algorithmic radio,7.0,2,13.0,0.496,0,0,0,0,0,0.0,0,0,0,0,0.0
F225601,Berlin,30-39,Friend shared,15.3,9,58.0,0.167,3,1,0,0,1,0.641,0,0,2,0,0.0
F225602,Vilnius,16-21,Algorithmic radio,13.1,5,8.0,0.312,1,0,0,0,0,0.0,0,0,1,0,0.0
F225603,Tallinn,22-29,Algorithmic radio,13.7,29,79.0,0.086,6,1,1,6,0,0.0,0,0,3,0,0.0
F225604,Lyon,40-54,Friend shared,8.8,3,35.0,0.482,1,1,1,1,0,0.0,0,0,1,0,0.0
F225605,London,22-29,Live show,6.3,3,5.0,0.42,0,1,0,0,0,0.0,0,0,0,0,0.0
F225606,Riga,16-21,Friend shared,9.5,12,54.0,0.208,3,0,1,7,0,0.0,1,0,0,0,0.0
F225607,Other,30-39,Friend shared,5.1,23,89.0,0.203,2,1,0,0,0,0.0,0,1,1,1,8.55
